TaxonomyID,TaxonomyName,TaxonomyRank,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8
186741,uncultured Geobacter sp.,species,24,0,24,0,24,0,24,0
208547,environmental samples,no rank,10,0,10,0,10,0,10,0
1137142,Anabaena oryzae Ind3,no rank,1,0,1,0,1,0,1,0
1136941,Gordonia sp. QH-11,species,2,0,2,0,2,0,2,0
85012,Streptosporangineae,suborder,13,0,13,0,13,0,13,0
182687,environmental samples,no rank,5,0,5,0,5,0,5,0
47949,environmental samples,no rank,53,0,53,0,53,0,53,0
1113937,Tetragenococcus sp. NBRC 105210,species,1,0,1,0,1,0,1,0
424688,marine proteobacterium MS-59,species,1,0,1,0,1,0,1,0
1118124,uncultured Moryella sp.,species,3,0,3,0,3,0,3,0
763884,Staphylococcus sp. enrichment culture clone SRC_DSE19,species,3,0,3,0,3,0,3,0
153499,uncultured Methylobacter sp.,species,95,0,95,0,95,0,95,0
481449,Hapalosiphon hibernicus,species,1,0,1,0,1,0,1,0
325218,alpha proteobacterium WG1,species,1,0,1,0,1,0,1,0
1166,Dolichospermum flos-aquae,species,1,0,1,0,1,0,1,0
54524,environmental samples,no rank,5,0,5,0,5,0,5,0
70746,environmental samples,no rank,1,0,1,0,1,0,1,0
756089,Oxalobacter sp. R-4(2010),species,1,0,1,0,1,0,1,0
1308,Streptococcus thermophilus,species,815,0,815,0,815,0,815,0
225447,Yaniella,genus,1,0,1,0,1,0,1,0
1126536,Eubacterium sp. oral clone 20-24,species,1,0,1,0,1,0,1,0
198441,uncultured Nocardioides sp.,species,30,0,30,0,30,0,30,0
1654,Actinomyces,genus,42,16,42,16,42,16,42,16
653685,Bacillus subtilis group,species group,13,1,13,1,13,1,13,1
1150707,Iranian alfalfa phytoplasma K14,species,1,0,1,0,1,0,1,0
161492,Anaeromyxobacter,genus,9,0,9,0,9,0,9,0
1116697,Curtobacterium C135-PCA-T3P21,species,1,0,1,0,1,0,1,0
240240,Rhodococcus sp. TD23,species,2,0,2,0,2,0,2,0
169975,uncultured Acetobacteraceae bacterium,species,39,0,39,0,39,0,39,0
28068,Rubrivivax gelatinosus,species,5,0,5,0,5,0,5,0
1379,Gemella haemolysans,species,12,2,12,2,12,2,12,2
190893,Vibrio coralliilyticus,species,1,0,1,0,1,0,1,0
28025,Bifidobacterium animalis,species,11,7,11,7,11,7,11,7
54304,Planktothrix,genus,1,0,1,0,1,0,1,0
75612,Pseudomonas mandelii,species,5,0,5,0,5,0,5,0
712588,Selenomonas sp. oral taxon G55,species,1,0,1,0,1,0,1,0
32012,Thiomonas,genus,4,0,4,0,4,0,4,0
325217,unclassified Mesorhizobium,no rank,1,0,1,0,1,0,1,0
85027,unclassified Corynebacterineae (miscellaneous),no rank,15,0,15,0,15,0,15,0
257462,uncultured Phyllobacteriaceae bacterium,species,2,0,2,0,2,0,2,0
1219612,Gardnerella sp. S4-2,species,5,0,5,0,5,0,5,0
1179366,Pseudomonas sp. AMF3543,species,5,0,5,0,5,0,5,0
324603,gamma proteobacterium LF1-54B1,species,1,0,1,0,1,0,1,0
155567,uncultured Rhizobium sp.,species,62,0,62,0,62,0,62,0
18,Pelobacter,genus,2,0,2,0,2,0,2,0
211433,environmental samples,no rank,9,0,9,0,9,0,9,0
658234,Pseudomonas sp. AA1Sg,species,11,0,11,0,11,0,11,0
1,root,no rank,30112,18814,30112,18814,30112,18814,30112,18814
51290,Chlamydiae/Verrucomicrobia group,superphylum,47,23,47,23,47,23,47,23
137993,Bacillus funiculus,species,10,0,10,0,10,0,10,0
762714,Pseudomonas sp. 3AR30A,species,2,0,2,0,2,0,2,0
29385,Staphylococcus saprophyticus,species,6,0,6,0,6,0,6,0
1114521,Myceligenerans sp. LC347,species,4,0,4,0,4,0,4,0
462199,environmental samples,no rank,12,0,12,0,12,0,12,0
40216,Acinetobacter radioresistens,species,4,0,4,0,4,0,4,0
28231,Geobacter,genus,24,0,24,0,24,0,24,0
229549,Streptococcus minor,species,2,0,2,0,2,0,2,0
651609,Actinomyces sp. oral taxon 180,species,2,0,2,0,2,0,2,0
517,Bordetella,genus,2,0,2,0,2,0,2,0
520680,Pseudomonas sp. T23T,species,8,0,8,0,8,0,8,0
497,Psychrobacter,genus,7,0,7,0,7,0,7,0
76860,Streptococcus constellatus,species,1,0,1,0,1,0,1,0
327159,Candidatus Accumulibacter,genus,1,0,1,0,1,0,1,0
129670,environmental samples,no rank,140,4,140,4,140,4,140,4
51663,Pediococcus damnosus,species,14,0,14,0,14,0,14,0
195950,Tannerella,genus,4,3,4,3,4,3,4,3
97916,environmental samples,no rank,1,0,1,0,1,0,1,0
767901,Pseudomonas sp. MB-43,species,13,0,13,0,13,0,13,0
159269,environmental samples,no rank,12,0,12,0,12,0,12,0
492660,Methylophilus rhizosphaerae,species,2,0,2,0,2,0,2,0
203524,uncultured Eubacteriaceae bacterium,species,2,0,2,0,2,0,2,0
45667,Halobacillus,genus,2,0,2,0,2,0,2,0
862672,Pseudomonas sp. s42,species,1,0,1,0,1,0,1,0
34034,uncultured delta proteobacterium,species,189,2,189,2,189,2,189,2
2370,Xylella,genus,3,0,3,0,3,0,3,0
562651,Rhizobiales bacterium IK1_26,species,2,0,2,0,2,0,2,0
42,Cystobacter,genus,1,0,1,0,1,0,1,0
290432,environmental samples,no rank,5,0,5,0,5,0,5,0
1112905,Anabaena variabilis NTMVK01,no rank,8,0,8,0,8,0,8,0
191675,unclassified Enterobacteriaceae,no rank,2,0,2,0,2,0,2,0
33889,Brevibacterium casei,species,1,0,1,0,1,0,1,0
1730,Eubacterium,genus,12,2,12,2,12,2,12,2
1491,Clostridium botulinum,species,1,0,1,0,1,0,1,0
124696,uncultured bacterium 1404-25l,species,2,0,2,0,2,0,2,0
76859,Fusobacterium nucleatum subsp. animalis,subspecies,1,0,1,0,1,0,1,0
332614,uncultured Pseudomonadales bacterium,species,171,0,171,0,171,0,171,0
1117,Cyanobacteria,phylum,5185,3094,5185,3094,5185,3094,5185,3094
712630,Streptococcus sp. oral taxon 071,species,4,0,4,0,4,0,4,0
1177232,Pseudomonas sp. J555-1-A,species,2,0,2,0,2,0,2,0
1290,Staphylococcus hominis,species,8,0,8,0,8,0,8,0
50,Chondromyces,genus,1,0,1,0,1,0,1,0
1404,Bacillus megaterium,species,8,2,8,2,8,2,8,2
1421,Lysinibacillus sphaericus,species,4,0,4,0,4,0,4,0
213418,uncultured Brevundimonas sp.,species,7,0,7,0,7,0,7,0
103690,Nostoc sp. PCC 7120,species,3,0,3,0,3,0,3,0
249167,environmental samples,no rank,1,0,1,0,1,0,1,0
78537,unclassified Actinobacteria (miscellaneous),no rank,7,0,7,0,7,0,7,0
31953,Bifidobacteriaceae,family,57,26,57,26,57,26,57,26
186818,Planococcaceae,family,5,2,5,2,5,2,5,2
112002,Psychrobacter pacificensis,species,2,0,2,0,2,0,2,0
41298,unclassified Sphingomonadaceae,no rank,4,0,4,0,4,0,4,0
2037,Actinomycetales,order,2591,554,2591,554,2591,554,2591,554
112075,environmental samples,no rank,10,0,10,0,10,0,10,0
353794,environmental samples,no rank,1,0,1,0,1,0,1,0
284010,environmental samples,no rank,3,0,3,0,3,0,3,0
1162188,Rhizobium sp. H5,species,4,0,4,0,4,0,4,0
206350,Methylophilales,order,8,0,8,0,8,0,8,0
886116,Janibacter sp. N59(2010),species,4,0,4,0,4,0,4,0
670516,Mycobacterium chelonae group,species group,9,0,9,0,9,0,9,0
1208899,Raoultella sp. T1,species,1,0,1,0,1,0,1,0
289360,environmental samples,no rank,2,0,2,0,2,0,2,0
1032311,Cytophagaceae bacterium LCK-2009.32,species,1,0,1,0,1,0,1,0
76761,Pseudomonas veronii,species,10,0,10,0,10,0,10,0
1050107,Lactobacillus delbrueckii subsp. sunkii,subspecies,10,0,10,0,10,0,10,0
154337,uncultured Rubrobacter sp.,species,1,0,1,0,1,0,1,0
42112,unclassified Streptococcaceae,no rank,1,0,1,0,1,0,1,0
712686,Streptococcus sp. oral taxon F53,species,4,0,4,0,4,0,4,0
1221985,Mycobacterium sp. ITM090653,species,8,0,8,0,8,0,8,0
1268,Micrococcaceae,family,332,78,332,78,332,78,332,78
1678,Bifidobacterium,genus,49,20,49,20,49,20,49,20
97900,environmental samples,no rank,6,0,6,0,6,0,6,0
445,Legionella,genus,3,0,3,0,3,0,3,0
348578,uncultured Porphyromonadaceae bacterium,species,1,0,1,0,1,0,1,0
2158,Methanobacteriales,order,16,0,16,0,16,0,16,0
213663,uncultured Deferribacteres bacterium,species,5,0,5,0,5,0,5,0
211453,environmental samples,no rank,1,0,1,0,1,0,1,0
165192,uncultured Pediococcus sp.,species,2,0,2,0,2,0,2,0
530616,Pseudomonas sp. M1-8,species,7,0,7,0,7,0,7,0
89583,Gluconacetobacter,genus,2,0,2,0,2,0,2,0
188737,Dechloromonas sp. HZ,species,7,1,7,1,7,1,7,1
2357,Desulfomonile,genus,1,0,1,0,1,0,1,0
183968,Thermococci,class,2,0,2,0,2,0,2,0
114708,uncultured Variovorax sp.,species,1,0,1,0,1,0,1,0
360541,Sporacetigenium,genus,1,0,1,0,1,0,1,0
489599,Streptococcus sp. W52,species,5,0,5,0,5,0,5,0
623945,Brevibacterium sp. UST050418-562,species,2,0,2,0,2,0,2,0
80812,Sorangiineae,suborder,7,0,7,0,7,0,7,0
47251,Leptolyngbya,genus,20,1,20,1,20,1,20,1
57494,Nesterenkonia,genus,1,0,1,0,1,0,1,0
366561,Arthrobacter sp. Antarctic IS06,species,2,0,2,0,2,0,2,0
1754,Thermoanaerobacter,genus,2,0,2,0,2,0,2,0
499766,Stenotrophomonas sp. APH7,species,1,0,1,0,1,0,1,0
211445,environmental samples,no rank,16,0,16,0,16,0,16,0
135613,Chromatiales,order,32,0,32,0,32,0,32,0
180282,Delftia tsuruhatensis,species,0,1,0,1,0,1,0,1
135618,Methylococcales,order,97,0,97,0,97,0,97,0
190972,Sedimentibacter,genus,0,1,0,1,0,1,0,1
712690,Streptococcus sp. oral taxon G08,species,8,0,8,0,8,0,8,0
404859,Microbacterium sp. D7-38,species,1,0,1,0,1,0,1,0
387987,environmental samples,no rank,1,1,1,1,1,1,1,1
1961,Streptomyces virginiae,species,1,0,1,0,1,0,1,0
398769,Acinetobacter sp. BSL2,species,1,0,1,0,1,0,1,0
186826,Lactobacillales,order,7434,3947,7434,3947,7434,3947,7434,3947
453118,uncultured Chondromyces sp.,species,1,0,1,0,1,0,1,0
31969,Mollicutes,class,12,0,12,0,12,0,12,0
1079849,Pseudomonas sp. P8(2011),species,1,0,1,0,1,0,1,0
543310,Clostridiales Family XI. Incertae Sedis,family,14,7,14,7,14,7,14,7
1178511,Deinococcus sp. DY32,species,1,0,1,0,1,0,1,0
1005297,Mycetocola sp. PX8c_S1,species,2,0,2,0,2,0,2,0
706546,Pseudomonas sp. WR21,species,6,0,6,0,6,0,6,0
204428,Chlamydiae,phylum,4,0,4,0,4,0,4,0
117640,uncultured bacterium #0319-23O19,species,1,0,1,0,1,0,1,0
1301,Streptococcus,genus,4167,1986,4167,1986,4167,1986,4167,1986
381093,uncultured Methylibium sp.,species,14,0,14,0,14,0,14,0
75667,environmental samples,no rank,20,0,20,0,20,0,20,0
162626,Symploca sp. VP642a,species,8,0,8,0,8,0,8,0
1328881,Candidatus Midichloriaceae,family,2,0,2,0,2,0,2,0
85013,Frankineae,suborder,45,14,45,14,45,14,45,14
401472,Corynebacterium ureicelerivorans,species,1,0,1,0,1,0,1,0
204472,Ancalomicrobium,genus,2,0,2,0,2,0,2,0
624029,Pseudomonas sp. UST050418-611,species,1,0,1,0,1,0,1,0
29404,Microlunatus,genus,13,0,13,0,13,0,13,0
334424,Hymenobacter rigui,species,1,0,1,0,1,0,1,0
417356,environmental samples,no rank,1,0,1,0,1,0,1,0
422310,Chryseobacterium sp. 'TS IW 15',species,1,0,1,0,1,0,1,0
39779,unclassified Clostridiales (miscellaneous),no rank,8,0,8,0,8,0,8,0
1378,Gemella,genus,36,8,36,8,36,8,36,8
198440,environmental samples,no rank,30,0,30,0,30,0,30,0
65119,environmental samples,no rank,97,0,97,0,97,0,97,0
114072,unclassified Streptosporangiaceae,no rank,1,0,1,0,1,0,1,0
213483,Bdellovibrionaceae,family,4,0,4,0,4,0,4,0
491147,environmental samples,no rank,1,0,1,0,1,0,1,0
903894,Acinetobacter baumannii OIFC189,no rank,1,0,1,0,1,0,1,0
1270,Micrococcus luteus,species,30,0,30,0,30,0,30,0
692320,Bacillus sp. S110(3)-1,species,6,0,6,0,6,0,6,0
32069,Aquificales,order,1,0,1,0,1,0,1,0
1034868,Nocardiopsis sp. AH19,species,1,0,1,0,1,0,1,0
1485,Clostridium,genus,70,5,70,5,70,5,70,5
505910,Paenibacillus sp. SMCC G938,species,15,0,15,0,15,0,15,0
1050115,Streptomyces sp. KSR88S16,species,2,0,2,0,2,0,2,0
414371,Aureimonas,genus,13,0,13,0,13,0,13,0
155911,uncultured Nitrobacter sp.,species,1,0,1,0,1,0,1,0
1097514,Scytonema sp. LCRSM-5207,species,2,0,2,0,2,0,2,0
159267,uncultured Fusobacterium sp.,species,5,1,5,1,5,1,5,1
418000,environmental samples,no rank,1,0,1,0,1,0,1,0
1191515,Ornithinibacter,no rank,3,0,3,0,3,0,3,0
114706,uncultured Acidobacterium sp.,species,8,0,8,0,8,0,8,0
658061,Candidatus Koribacter,genus,2,0,2,0,2,0,2,0
571978,Psychromonas sp. EM0411,species,1,0,1,0,1,0,1,0
405720,Sphingobacterium sp. 4H3,species,1,0,1,0,1,0,1,0
267894,Psychromonadaceae,family,5,2,5,2,5,2,5,2
219185,uncultured Malonomonas sp.,species,1,0,1,0,1,0,1,0
195042,uncultured Moraxellaceae bacterium,species,4,0,4,0,4,0,4,0
47920,Acidovorax delafieldii,species,2,0,2,0,2,0,2,0
748195,Rhizobium sp. AULS-R5,species,1,0,1,0,1,0,1,0
1155742,cf. Symploca sp. NAC 12/21/08-3,species,11,0,11,0,11,0,11,0
522599,environmental samples,no rank,1,0,1,0,1,0,1,0
88601,environmental samples,no rank,119,1,119,1,119,1,119,1
575418,uncultured Silanimonas sp.,species,25,0,25,0,25,0,25,0
866296,Pseudomonas sp. MO.22,species,1,0,1,0,1,0,1,0
218021,environmental samples,no rank,8,0,8,0,8,0,8,0
135625,Pasteurellales,order,60,17,60,17,60,17,60,17
1081116,Actinomycetales bacterium PE-RO9-1,species,2,0,2,0,2,0,2,0
543053,uncultured Mitsuaria sp.,species,12,0,12,0,12,0,12,0
1079,Blastochloris viridis,species,1,0,1,0,1,0,1,0
13687,Sphingomonas,genus,59,17,59,17,59,17,59,17
29397,Lactobacillus delbrueckii subsp. lactis,subspecies,97,1,97,1,97,1,97,1
44257,anaerobic thermophile IC-BH,species,1,0,1,0,1,0,1,0
331629,uncultured Peptostreptococcaceae bacterium,species,2,0,2,0,2,0,2,0
160237,uncultured Zoogloea sp.,species,3,0,3,0,3,0,3,0
28174,Vibrio ordalii,species,1,0,1,0,1,0,1,0
40117,Nitrospirae,phylum,11,0,11,0,11,0,11,0
53246,Pseudoalteromonas,genus,7,0,7,0,7,0,7,0
331654,Alkalibacillus,genus,2,0,2,0,2,0,2,0
338953,environmental samples,no rank,20,2,20,2,20,2,20,2
114711,environmental samples,no rank,2,0,2,0,2,0,2,0
105352,Anabaena bergii,species,55,32,55,32,55,32,55,32
1851,Saccharomonospora,genus,1,0,1,0,1,0,1,0
316612,Methylibium,genus,14,0,14,0,14,0,14,0
568104,Kribbia sp. AB9,species,6,0,6,0,6,0,6,0
395355,uncultured Bdellovibrionales bacterium,species,1,0,1,0,1,0,1,0
84999,Coriobacteriales,order,9,4,9,4,9,4,9,4
1130417,Actinomadura sp. 1g12710,species,2,0,2,0,2,0,2,0
211930,uncultured Polyangium sp.,species,1,0,1,0,1,0,1,0
1224298,Dermacoccus sp. D2.1,species,15,0,15,0,15,0,15,0
1048431,Methylobacterium sp. GFX4,species,2,0,2,0,2,0,2,0
29378,Staphylococcus arlettae,species,1,0,1,0,1,0,1,0
1151647,Erysipelotrichaceae bacterium canine oral taxon 317,species,5,0,5,0,5,0,5,0
1827,Rhodococcus,genus,224,69,224,69,224,69,224,69
208215,Parvularcula,genus,1,0,1,0,1,0,1,0
694020,environmental samples,no rank,2,0,2,0,2,0,2,0
364316,Verminephrobacter,genus,1,0,1,0,1,0,1,0
67572,Psychromonas,genus,5,2,5,2,5,2,5,2
253830,uncultured Myxococcales bacterium,species,6,0,6,0,6,0,6,0
158788,environmental samples,no rank,32,1,32,1,32,1,32,1
223186,environmental samples,no rank,6,0,6,0,6,0,6,0
42448,Anaerobranca horikoshii,species,1,0,1,0,1,0,1,0
152831,uncultured Xanthomonas sp.,species,6,0,6,0,6,0,6,0
234292,unclassified Streptomycetaceae,no rank,203,0,203,0,203,0,203,0
1154766,Brasilonema tolantongensis str. Tolantongo,no rank,6,0,6,0,6,0,6,0
505745,Nostoc sp. LCR21,species,1,0,1,0,1,0,1,0
259012,environmental samples,no rank,2,4,2,4,2,4,2,4
100235,uncultured actinomycete,species,26,0,26,0,26,0,26,0
220064,Pseudomonas sp. NN018594,species,1,0,1,0,1,0,1,0
165186,uncultured Ruminococcus sp.,species,2,0,2,0,2,0,2,0
90270,Xanthomonas gardneri,species,2,0,2,0,2,0,2,0
120549,Lactobacillus sp. KC45a,species,13,0,13,0,13,0,13,0
865381,Bacillus sp. SC38(2010),species,1,0,1,0,1,0,1,0
543022,environmental samples,no rank,1,0,1,0,1,0,1,0
886832,Isosphaera sp. Io3-1,species,2,0,2,0,2,0,2,0
1177947,Roseomonas sp. HPCKc-25,species,38,0,38,0,38,0,38,0
236266,Flavobacteriaceae bacterium 'BSE RB 01',species,1,0,1,0,1,0,1,0
725926,uncultured Bifidobacteriaceae bacterium,species,2,0,2,0,2,0,2,0
2057,Sphaerobacter thermophilus,species,4,0,4,0,4,0,4,0
1034798,Actinosynnemataceae bacterium YIM 75728,species,2,0,2,0,2,0,2,0
62667,environmental samples,no rank,6,0,6,0,6,0,6,0
447715,Mastigocladus laminosus SAG 4.84,no rank,1,0,1,0,1,0,1,0
34069,Telluria,genus,1,0,1,0,1,0,1,0
910544,Shinella sp. DR33,species,1,0,1,0,1,0,1,0
120831,Dyadobacter,genus,6,0,6,0,6,0,6,0
102279,aquatic bacterium RUB_NH4_6,species,1,0,1,0,1,0,1,0
882045,Cuspidothrix,genus,1,1,1,1,1,1,1,1
217511,Fulvimarina pelagi,species,4,0,4,0,4,0,4,0
1170049,Cellulomonas sp. L1951,species,2,0,2,0,2,0,2,0
630515,Microlunatus soli,species,2,0,2,0,2,0,2,0
174324,uncultured Chlamydiales bacterium,species,1,0,1,0,1,0,1,0
543113,environmental samples,no rank,1,0,1,0,1,0,1,0
44765,unclassified Chlorobi,no rank,8,0,8,0,8,0,8,0
265975,Oribacterium,genus,2,0,2,0,2,0,2,0
305354,environmental samples,no rank,1,0,1,0,1,0,1,0
218638,environmental samples,no rank,64,0,64,0,64,0,64,0
712676,Streptococcus sp. oral taxon E78,species,2,0,2,0,2,0,2,0
125287,Ornithinimicrobium,genus,8,0,8,0,8,0,8,0
83684,Lactobacillus delbrueckii subsp. delbrueckii,subspecies,3,0,3,0,3,0,3,0
44887,unclassified Oscillatoriales,no rank,4,0,4,0,4,0,4,0
293302,environmental samples,no rank,1,0,1,0,1,0,1,0
95757,environmental samples,no rank,9,0,9,0,9,0,9,0
1215910,Chloroflexus sp. enrichment culture clone phylotype P22,species,1,0,1,0,1,0,1,0
53387,Friedmanniella,genus,3,2,3,2,3,2,3,2
1179358,Pseudomonas sp. AMF3089,species,1,0,1,0,1,0,1,0
780,Rickettsia,genus,1,0,1,0,1,0,1,0
1509,Clostridium sporogenes,species,1,0,1,0,1,0,1,0
1158389,Deinococcus sp. 9PNM-3,species,1,0,1,0,1,0,1,0
107320,Micrococcus sp. SMCC ZAT351,species,2,0,2,0,2,0,2,0
521003,Collinsella intestinalis DSM 13280,no rank,2,0,2,0,2,0,2,0
882047,Cuspidothrix issatschenkoi PMC210.03,no rank,1,0,1,0,1,0,1,0
931997,environmental samples,no rank,1,0,1,0,1,0,1,0
712364,Leptotrichia sp. oral taxon 392,species,2,0,2,0,2,0,2,0
483751,Rhizobium sp. DASA12010,species,12,0,12,0,12,0,12,0
99260,environmental samples,no rank,5,0,5,0,5,0,5,0
37452,unclassified Bacteroidetes (miscellaneous),no rank,1,0,1,0,1,0,1,0
291645,Bacteroides nordii,species,2,0,2,0,2,0,2,0
84086,unclassified Firmicutes sensu stricto (miscellaneous),no rank,2,0,2,0,2,0,2,0
543,Enterobacteriaceae,family,66,4,66,4,66,4,66,4
55080,Brevibacillus,genus,3,0,3,0,3,0,3,0
89293,environmental samples,no rank,2,0,2,0,2,0,2,0
206045,Vulcanithermus mediatlanticus,species,1,0,1,0,1,0,1,0
328008,environmental samples,no rank,2,0,2,0,2,0,2,0
201382,Pseudomonas sp. A-01,species,1,0,1,0,1,0,1,0
50559,environmental samples,no rank,26,2,26,2,26,2,26,2
189673,environmental samples,no rank,1,2,1,2,1,2,1,2
363636,Pseudomonas sp. OC-A5-16,species,2,0,2,0,2,0,2,0
443103,Methylobacterium sp. 24-448,species,3,0,3,0,3,0,3,0
1084584,Aquicella sp. enrichment culture clone B21,species,1,0,1,0,1,0,1,0
135062,environmental samples,no rank,44,0,44,0,44,0,44,0
1041841,Nostoc sp. LZ2.21SOIL,species,1,0,1,0,1,0,1,0
701138,Propionibacterium sp. oral clone 9-13,species,3,0,3,0,3,0,3,0
1166187,Methylobacterium sp. S6-729,species,2,0,2,0,2,0,2,0
904944,environmental samples,no rank,2,0,2,0,2,0,2,0
35810,Erythromicrobium,genus,3,0,3,0,3,0,3,0
395354,environmental samples,no rank,1,0,1,0,1,0,1,0
13159,Mycoplana,genus,2,0,2,0,2,0,2,0
278064,uncultured Dialister sp.,species,46,0,46,0,46,0,46,0
575449,uncultured Hydrogenophilales bacterium,species,1,0,1,0,1,0,1,0
242828,uncultured Janthinobacterium sp.,species,8,0,8,0,8,0,8,0
457085,Rhodococcus sp. 'Iso St 1',species,10,0,10,0,10,0,10,0
520145,Pseudomonas sp. CHN16,species,4,0,4,0,4,0,4,0
68286,Streptomyces zaomyceticus,species,1,0,1,0,1,0,1,0
914,Nitrosomonas,genus,1,0,1,0,1,0,1,0
117712,environmental samples,no rank,1,0,1,0,1,0,1,0
747610,Pseudomonas sp. 13(2010),species,1,0,1,0,1,0,1,0
89018,Oleomonas sagaranensis,species,4,0,4,0,4,0,4,0
1282,Staphylococcus epidermidis,species,2,0,2,0,2,0,2,0
204441,Rhodospirillales,order,560,222,560,222,560,222,560,222
661652,Aestuariibacter sp. PaD1.07,species,1,0,1,0,1,0,1,0
40298,unclassified Bacillales (miscellaneous),no rank,1,0,1,0,1,0,1,0
1079047,Mycobacterium sp. R5,species,7,0,7,0,7,0,7,0
768475,Alcanivorax sp. GI-CMST1,species,1,0,1,0,1,0,1,0
184210,uncultured Leptospirillum sp.,species,1,0,1,0,1,0,1,0
90877,environmental samples,no rank,1,0,1,0,1,0,1,0
384218,Mycobacteriaceae bacterium KVD-1894-11,species,1,0,1,0,1,0,1,0
390515,uncultured Frateuria sp.,species,1,0,1,0,1,0,1,0
1167922,Sphingomonas sp. F23,species,1,0,1,0,1,0,1,0
239745,uncultured Desulfobulbus sp.,species,14,0,14,0,14,0,14,0
1663,Arthrobacter,genus,65,3,65,3,65,3,65,3
167965,uncultured Termite group 1 bacterium,species,5,0,5,0,5,0,5,0
84998,Coriobacteridae,subclass,9,4,9,4,9,4,9,4
123,Pirellula,genus,8,0,8,0,8,0,8,0
1219577,Gordonia sp. ETERI_1,species,1,0,1,0,1,0,1,0
135103,Dolichospermum macrosporum,species,3,0,3,0,3,0,3,0
171953,uncultured Acidobacteria bacterium,species,187,3,187,3,187,3,187,3
126,Planctomycetaceae,family,23,18,23,18,23,18,23,18
127736,environmental samples,no rank,4,0,4,0,4,0,4,0
493203,Phormidium sp. B-Tom,species,2,0,2,0,2,0,2,0
189395,Xanthomonas axonopodis pv. aurantifolii,no rank,1,0,1,0,1,0,1,0
224209,uncultured Bacilli bacterium,species,846,2,846,2,846,2,846,2
417745,Shinella kummerowiae,species,3,0,3,0,3,0,3,0
197503,environmental samples,no rank,11,0,11,0,11,0,11,0
495814,gamma proteobacterium Jbg49,species,3,0,3,0,3,0,3,0
107642,environmental samples,no rank,95,0,95,0,95,0,95,0
712622,Streptococcus sp. oral taxon 058,species,1,0,1,0,1,0,1,0
487341,environmental samples,no rank,1,0,1,0,1,0,1,0
1185813,Pantoea sp. enrichment culture clone WW1_38,species,2,0,2,0,2,0,2,0
1177228,Corynebacterium sp. C413-B,species,1,0,1,0,1,0,1,0
218056,uncultured Turicella sp.,species,2,0,2,0,2,0,2,0
1168321,Gordonia sp. HEXBA05,species,1,0,1,0,1,0,1,0
1109007,Staphylococcaceae bacterium H17,species,85,0,85,0,85,0,85,0
372458,environmental samples,no rank,1,0,1,0,1,0,1,0
544580,Actinomyces oris,species,1,0,1,0,1,0,1,0
105612,Lactobacillus algidus,species,1,0,1,0,1,0,1,0
134224,environmental samples,no rank,3,0,3,0,3,0,3,0
129701,environmental samples,no rank,2,0,2,0,2,0,2,0
28031,Lysinibacillus fusiformis,species,1,0,1,0,1,0,1,0
59282,Blastochloris,genus,1,0,1,0,1,0,1,0
117745,environmental samples,no rank,9,2,9,2,9,2,9,2
1113617,Paenibacillus sp. NBRC 13637,species,1,0,1,0,1,0,1,0
1191486,Methylobacterium sp. DLS-NS9,species,3,0,3,0,3,0,3,0
1147855,cyanobacterium enrichment culture clone 2_4_2.3.2_D04-T7,species,7,0,7,0,7,0,7,0
655184,SUP05 cluster,no rank,3,0,3,0,3,0,3,0
312063,Azohydromonas,genus,1,0,1,0,1,0,1,0
325789,Streptococcus sp. oral clone ASCB12,species,48,0,48,0,48,0,48,0
873565,Diplorickettsia,genus,1,0,1,0,1,0,1,0
633392,Iamiaceae,family,2,0,2,0,2,0,2,0
106589,Cupriavidus,genus,3,0,3,0,3,0,3,0
1193742,Actinomycetales bacterium AA1508,species,1,0,1,0,1,0,1,0
311547,uncultured Dolosigranulum sp.,species,6,0,6,0,6,0,6,0
34007,Paracoccus versutus,species,3,0,3,0,3,0,3,0
200451,Pseudomonas poae,species,3,0,3,0,3,0,3,0
32045,unclassified Proteobacteria,no rank,42,0,42,0,42,0,42,0
139021,Dietzia psychralcaliphila,species,2,0,2,0,2,0,2,0
50609,environmental samples,no rank,110,0,110,0,110,0,110,0
171552,Prevotellaceae,family,47,30,47,30,47,30,47,30
167963,unclassified Chloroflexi,no rank,7,0,7,0,7,0,7,0
600324,Methylobacterium sp. 5b.1.1,species,7,0,7,0,7,0,7,0
712511,Pseudomonas sp. oral taxon C61,species,1,0,1,0,1,0,1,0
518125,Anabaena iyengarii RPAN5,no rank,2,0,2,0,2,0,2,0
81684,unclassified Proteobacteria (miscellaneous),no rank,1,0,1,0,1,0,1,0
1071724,Bacillus sp. T,species,1,0,1,0,1,0,1,0
28216,Betaproteobacteria,class,994,370,994,370,994,370,994,370
268156,Pseudophormidium,genus,2,0,2,0,2,0,2,0
159274,uncultured Porphyromonas sp.,species,2,0,2,0,2,0,2,0
45242,Capnocytophaga granulosa,species,7,0,7,0,7,0,7,0
904945,uncultured Cloacibacterium sp.,species,2,0,2,0,2,0,2,0
157277,uncultured Agrobacterium sp.,species,13,0,13,0,13,0,13,0
158836,Enterobacter hormaechei,species,2,0,2,0,2,0,2,0
43988,Cyanothece,genus,19,0,19,0,19,0,19,0
84374,environmental samples,no rank,12,0,12,0,12,0,12,0
1112103,Pseudanabaena galeata,species,15,0,15,0,15,0,15,0
